Is_Persistently_Absent,Is_Severely_Absent,Percentage_Unauthorised_Absence,sum_exclusion_days,sum_achievement_points,sum_behaviour_points,distinct_incident_count,Pupil_Premium_Indicator,SEN_Status,Current_NC_Year,Gender,Is_CS_Incident
0,0,0.0202,0.0,0,0,0,0,0,11,1,0
1,0,0.2031,0.0,0,0,0,0,0,10,0,0
0,0,0.0133,0.0,201,0,177,1,0,8,0,1
1,0,0.0909,0.0,0,0,0,0,1,9,0,0
1,0,0.4231,0.0,0,0,0,0,1,8,1,0
1,1,1.0,0.0,0,0,0,0,2,9,0,0
1,0,0.1404,0.0,86,20,0,0,1,8,0,0
1,0,0.081,0.0,0,0,0,0,0,12,1,0
1,0,0.1559,0.0,0,0,0,0,0,11,0,0
1,1,0.0,0.0,0,0,0,0,0,11,0,0
1,0,0.2941,0.0,0,0,0,1,0,10,0,0
0,0,0.0475,0.0,0,0,0,0,1,13,0,0
1,0,0.1003,0.0,0,0,0,0,0,13,0,0
0,0,0.0286,0.0,0,0,0,0,0,7,0,0
1,0,0.0342,0.0,0,0,0,0,0,10,0,0
1,0,0.1389,0.0,0,0,0,0,0,8,0,0
0,0,0.0053,0.0,0,0,0,1,0,10,0,0
1,1,0.0125,0.0,0,0,0,1,1,11,0,0
0,0,0.0202,0.0,0,0,0,1,0,11,1,0
0,0,0.0333,0.0,0,0,0,0,0,9,1,0
0,0,0.0461,0.0,0,0,0,0,0,7,1,0
0,0,0.0046,0.0,0,0,0,0,0,11,1,0
1,0,0.0058,0.0,0,0,0,1,0,11,1,0
1,0,0.0265,0.0,0,0,0,0,0,11,0,0
0,0,0.0,0.0,0,0,0,0,0,8,1,0
1,0,0.0,0.0,0,0,0,0,0,9,0,0
0,0,0.0,0.0,0,0,0,1,0,7,1,0
1,0,0.0176,0.0,0,0,0,0,1,11,0,0
1,0,0.0374,0.0,0,0,0,0,1,10,1,0
1,0,0.0065,0.0,0,0,0,0,0,11,0,0
1,0,0.0741,0.0,0,0,0,1,0,9,0,0
1,1,1.0,0.0,0,0,0,0,0,9,1,0
1,0,0.3028,0.0,0,0,0,0,0,8,0,0
0,0,0.0231,0.0,0,0,0,1,0,11,1,0
1,1,0.08,0.0,0,0,0,0,0,11,0,0
0,0,0.0059,0.0,0,0,0,0,0,11,0,0
1,0,0.2312,0.0,0,0,0,1,0,11,1,0
0,0,0.0058,0.0,0,0,0,0,1,11,1,0
1,0,0.3853,0.0,0,0,0,0,0,11,0,0
0,0,0.0382,0.0,0,0,0,0,0,13,1,0
0,0,0.008,0.0,0,0,0,0,0,9,1,0
1,0,0.0289,0.0,0,0,0,1,1,11,1,0
0,0,0.0054,0.0,0,0,0,0,0,13,0,0
1,1,0.1971,0.0,0,0,0,0,0,11,0,0
0,0,0.0163,0.0,0,0,0,0,0,13,1,0
0,0,0.026,0.0,0,0,0,1,1,11,0,0
1,0,0.0,0.0,0,0,0,1,0,9,0,0
0,0,0.125,0.0,0,0,0,0,1,8,1,0
0,0,0.0068,0.0,0,0,0,0,0,13,0,0
0,0,0.0198,0.0,0,0,0,0,0,7,1,0
1,0,0.1206,0.0,0,0,0,0,0,11,0,0
1,0,0.1366,0.0,0,0,0,0,0,11,1,0
1,0,0.0578,0.0,0,0,0,1,0,11,1,0
1,0,0.0491,0.0,0,0,0,0,1,11,1,0
0,0,0.0,0.0,0,0,0,0,0,10,1,0
0,0,0.0,0.0,0,0,0,0,1,7,1,0
0,0,0.0,0.0,0,0,0,1,0,8,1,0
1,0,0.0313,0.0,0,0,0,0,0,13,0,0
0,0,0.0272,0.0,0,0,0,0,1,8,0,0
1,1,0.4855,0.0,0,0,0,0,0,11,0,0
0,0,0.0116,0.0,0,0,0,0,0,11,1,0
0,0,0.0118,0.0,0,0,0,0,0,8,0,0
1,0,0.1226,0.0,0,0,0,0,0,12,0,0
1,0,0.0523,0.0,0,0,0,0,0,13,0,0
1,1,0.4365,0.0,0,0,0,0,0,10,0,0
0,0,0.0,0.0,0,0,0,0,1,13,0,0
1,0,0.0029,0.0,0,0,0,0,1,11,1,0
1,0,0.125,0.0,0,0,0,0,0,13,1,0
1,0,0.0058,0.0,0,0,0,0,0,11,1,0
1,0,0.2617,0.0,0,0,0,1,0,10,0,0
0,0,0.0,0.0,484,0,3,1,0,8,0,1
1,0,0.2774,0.0,0,0,0,1,0,9,1,0
1,0,0.0087,0.0,0,0,0,0,0,11,0,0
1,1,0.4509,0.0,0,0,0,0,0,11,0,0
1,0,0.3534,0.0,0,0,0,1,1,8,0,0
1,0,0.2614,0.0,0,0,0,0,0,13,1,0
1,0,0.1098,0.0,0,0,0,0,0,11,1,0
1,0,0.0444,0.0,0,0,0,0,0,10,0,0
1,0,0.0263,0.0,0,0,0,0,0,10,0,0
1,0,0.3993,0.0,0,0,0,0,0,10,0,0
1,0,0.1585,0.0,0,0,0,0,0,9,0,0
1,0,0.101,0.0,0,0,0,0,0,13,0,0
1,0,0.0902,0.0,0,0,0,1,1,9,0,0
1,0,0.1019,0.0,0,0,0,0,0,8,0,0
1,0,0.1894,0.0,0,0,0,0,0,13,0,0
0,0,0.0058,0.0,0,0,0,1,0,11,0,0
1,1,1.0,0.0,0,0,0,1,1,8,1,0
1,0,0.2547,0.0,0,0,0,1,1,7,1,0
1,0,0.0875,0.0,0,0,0,0,0,10,1,0
0,0,0.25,0.0,0,0,0,0,0,9,0,0
1,1,0.1481,0.0,0,0,0,1,1,8,1,0
1,0,0.0607,0.0,0,0,0,0,0,11,0,0
0,0,0.0197,0.0,0,0,0,0,0,10,1,0
1,0,0.05,0.0,0,0,0,0,0,11,0,0
1,0,0.075,0.0,0,0,0,0,1,9,1,0
1,0,0.0227,0.0,0,0,0,0,0,13,0,0
1,0,0.0053,0.0,0,0,0,0,2,8,1,0
0,0,0.0,0.0,0,0,0,0,0,7,0,0
1,0,0.0434,0.0,0,0,0,0,0,11,0,0
1,0,0.1503,0.0,0,0,0,0,0,13,0,0
0,0,0.0,0.0,0,0,0,1,0,11,1,0
0,0,0.0027,0.0,0,0,0,0,0,9,0,0
0,0,0.006,0.0,0,0,0,0,0,8,0,0
0,0,0.0,0.0,0,0,0,0,0,12,1,0
1,1,0.4559,0.0,0,0,0,0,1,12,0,0
0,0,0.0263,0.0,0,0,0,0,0,7,1,0
1,0,0.0375,0.0,0,0,0,0,0,10,0,0
1,1,0.3699,0.0,0,0,0,1,1,11,1,0
1,0,0.0088,0.0,0,0,0,0,0,11,0,0
0,0,0.0214,0.0,0,0,0,0,0,9,0,0
1,0,0.0,0.0,0,0,0,1,2,11,1,0
0,0,0.008,0.0,0,0,0,1,2,7,0,0
0,0,0.026,0.0,0,0,0,0,0,13,1,0
1,0,0.1853,0.0,0,0,0,0,0,12,0,0
1,0,0.1022,0.0,0,0,0,0,0,13,0,0
1,0,0.0176,0.0,0,0,0,0,0,11,0,0
1,0,0.0797,0.0,0,0,0,0,0,11,1,0
0,0,0.031,0.0,0,0,0,0,1,9,0,0
1,0,0.026,0.0,0,0,0,0,0,11,0,0
0,0,0.0769,0.0,0,0,0,0,1,9,0,0
1,0,0.0,0.0,0,0,0,0,0,11,1,0
0,0,0.0144,0.0,0,0,0,0,0,13,0,0
1,1,0.0667,0.0,0,0,0,0,0,8,0,0
1,0,0.0405,0.0,0,0,0,0,0,11,1,0
0,0,0.0289,0.0,0,0,0,0,0,11,1,0
0,0,0.0233,0.0,110,0,8,1,0,11,0,1
0,0,0.0039,0.0,0,0,0,0,0,12,0,0
1,0,0.169,0.0,0,0,0,0,1,8,1,0
1,1,0.5462,0.0,0,0,0,1,0,8,1,0
0,0,0.0173,0.0,0,0,0,0,1,11,0,0
1,0,0.0813,0.0,0,0,0,0,0,10,1,0
1,0,0.0289,0.0,0,0,0,0,0,11,1,0
1,0,0.1111,0.0,0,0,0,1,0,7,0,0
1,0,0.3266,0.0,0,0,0,1,0,11,1,0
1,0,0.0983,0.0,0,0,0,0,0,11,1,0
1,0,0.2865,0.0,0,0,0,0,0,13,0,0
1,0,0.0,0.0,0,0,0,0,1,11,1,0
0,0,0.003,0.0,0,0,0,0,0,8,1,0
1,0,0.0135,0.0,0,0,0,0,1,11,1,0
1,0,0.0347,0.0,0,0,0,1,0,11,0,0
0,0,0.0106,0.0,0,0,0,0,0,10,0,0
1,1,0.6,0.0,0,0,0,0,1,8,1,0
1,0,0.0294,0.0,0,0,0,0,0,11,0,0
0,0,0.0327,0.0,0,0,0,0,0,13,0,0
1,0,0.1667,0.0,0,0,0,0,0,7,0,0
1,0,0.0318,0.0,0,0,0,0,0,11,0,0
0,0,0.0066,0.0,0,0,0,0,1,8,1,0
1,1,0.6667,0.0,0,0,0,0,0,8,0,0
1,1,0.3873,0.0,0,0,0,0,0,11,1,0
1,0,0.1282,0.0,0,0,0,0,0,10,0,0
1,0,0.0147,0.0,0,0,0,0,0,11,0,0
0,0,0.0062,0.0,0,0,0,0,0,13,0,0
0,0,0.0116,0.0,0,0,0,1,0,11,1,0
0,0,0.0292,0.0,0,0,0,0,0,13,0,0
0,0,0.0064,0.0,0,0,0,0,0,13,0,0
1,0,0.0942,0.0,0,0,0,0,0,13,0,0
0,0,0.0107,0.0,427,0,0,0,0,10,0,0
1,0,0.0086,0.0,0,0,0,0,0,10,0,0
0,0,0.0259,0.0,0,0,0,0,0,8,0,0
0,0,0.0484,0.0,0,0,0,0,0,13,1,0
1,0,0.1821,0.0,0,0,0,0,0,11,0,0
1,0,0.0116,0.0,0,0,0,1,0,11,0,0
1,0,0.0059,0.0,0,0,0,0,1,11,0,0
1,0,0.0434,0.0,0,0,0,0,1,11,1,0
1,0,0.0912,0.0,0,0,0,0,0,11,0,0
1,0,0.0308,0.0,0,0,0,0,0,13,1,0
1,0,0.0607,0.0,0,0,0,0,0,11,1,0
0,0,0.0505,0.0,0,0,0,0,0,13,0,0
1,0,0.1713,0.0,0,0,0,0,0,10,1,0
1,0,0.0802,0.0,0,0,0,1,0,8,0,0
1,1,0.1416,0.0,0,0,0,0,1,11,1,0
1,0,0.2422,0.0,0,0,0,1,0,10,1,0
1,0,0.0412,0.0,0,0,0,0,0,11,0,0
0,0,0.0,0.0,0,15,6,1,0,11,0,1
1,0,0.0156,0.0,0,0,0,0,0,8,0,0
1,0,0.0173,0.0,0,0,0,0,0,11,0,0
1,0,0.1538,0.0,0,0,0,0,0,10,0,0
0,0,0.0,0.0,0,0,0,0,2,11,0,0
0,0,0.0179,0.0,0,0,0,0,0,8,1,0
0,0,0.0033,0.0,0,0,0,0,0,13,0,0
1,0,0.0,0.0,0,0,0,0,0,8,0,0
1,0,0.0206,0.0,0,0,0,0,0,11,0,0
1,0,0.0508,0.0,0,0,0,0,0,9,0,0
1,0,0.125,0.0,0,0,0,1,0,10,0,0
0,0,0.0059,0.0,0,0,0,1,0,9,0,0
1,0,0.0441,0.0,0,0,0,0,0,11,0,0
1,0,0.1029,0.0,0,0,0,1,0,10,0,0
0,0,0.0134,0.0,0,0,0,0,0,11,0,0
0,0,0.0,0.0,323,0,0,0,0,8,0,0
1,0,0.1071,0.0,0,0,0,1,1,10,1,0
1,0,0.0694,0.0,0,0,0,0,1,11,1,0
1,0,0.0751,0.0,0,0,0,0,0,13,1,0
1,1,0.5208,0.0,0,0,0,0,0,10,1,0
0,0,0.25,0.0,0,0,0,0,0,12,1,0
0,0,0.0197,0.0,0,0,0,0,0,13,1,0
1,0,0.1146,0.0,0,0,0,0,0,10,1,0
1,0,0.0324,0.0,0,0,0,0,0,11,0,0
0,0,0.0513,0.0,0,0,0,0,0,10,0,0
1,1,0.604,0.0,0,0,0,1,0,11,0,0
0,0,0.0166,0.0,0,0,0,0,0,10,0,0
1,0,0.0353,0.0,0,0,0,0,0,11,0,0
1,1,0.5455,0.0,0,0,0,1,1,8,1,0
1,0,0.0378,0.0,0,0,0,0,1,11,1,0
0,0,0.0253,0.0,0,0,0,0,0,13,0,0
1,0,0.0825,0.0,0,0,0,0,0,13,0,0
1,0,0.059,0.0,0,0,0,0,0,13,0,0
1,0,0.2083,0.0,0,0,0,0,0,13,0,0
1,0,0.1899,0.0,0,0,0,1,0,10,0,0
1,0,0.0706,0.0,0,0,0,0,0,11,0,0
0,0,0.0623,0.0,0,0,0,0,1,13,0,0
1,0,0.0126,0.0,0,0,0,0,0,13,0,0
1,1,0.4365,0.0,0,0,0,0,0,11,0,0
1,1,0.3088,0.0,0,0,0,0,0,11,0,0
1,0,0.1338,0.0,0,0,0,0,1,8,0,0
1,0,0.0165,0.0,0,0,0,0,0,13,0,0
1,0,0.0686,0.0,0,0,0,0,0,13,0,0
1,1,0.4952,0.0,0,0,0,0,1,7,0,0
1,0,0.1647,0.0,0,0,0,0,0,11,1,0
1,0,0.0363,0.0,0,0,0,0,0,9,0,0
0,0,0.0065,0.0,0,0,0,0,0,13,1,0
1,0,0.0714,0.0,0,0,0,1,1,9,0,0
1,0,0.0607,0.0,0,0,0,1,0,11,0,0
1,1,0.25,0.0,0,0,0,0,1,10,1,0
1,0,0.3127,0.0,0,0,0,0,0,13,0,0
1,0,0.1156,0.0,0,0,0,0,1,11,1,0
0,0,1.0,0.0,0,0,0,0,1,8,1,0
1,0,0.0324,0.0,0,0,0,0,0,7,0,0
1,0,0.1738,0.0,267,73,47,1,0,11,0,1
0,0,0.0029,0.0,0,0,0,1,0,11,0,0
1,0,0.0162,0.0,0,0,0,0,0,13,0,0
1,0,0.0919,0.0,0,0,0,0,0,11,1,0
0,0,0.019,0.0,0,0,0,0,0,9,0,0
1,0,0.0318,0.0,0,0,0,0,0,11,1,0
1,0,0.0618,0.0,0,0,0,0,0,11,0,0
1,0,0.0029,0.0,0,0,0,0,1,11,0,0
1,1,0.3237,0.0,0,0,0,1,1,11,0,0
0,0,0.0159,0.0,0,0,0,0,0,13,0,0
1,0,0.08,0.0,0,0,0,0,2,13,0,0
1,0,0.0354,0.0,0,0,0,0,0,11,0,0
1,1,0.5,0.0,0,0,0,1,0,10,1,0
0,0,0.0,0.0,0,0,0,1,0,7,0,0
1,1,0.4516,0.0,0,0,0,1,0,10,1,0
0,0,0.0393,0.0,0,0,0,0,0,13,0,0
0,0,0.0053,0.0,675,0,1,0,0,9,0,0
1,0,0.0079,0.0,0,0,0,1,0,10,0,0
1,1,0.0,0.0,0,0,0,0,1,7,0,0
0,0,0.0289,0.0,0,0,0,1,0,11,1,0
0,0,0.0147,0.0,0,0,0,0,0,11,0,0
1,0,0.0359,0.0,0,0,0,1,0,11,1,0
1,0,0.0116,0.0,0,0,0,0,1,11,0,0
1,0,0.1304,0.0,0,0,0,0,0,7,0,0
1,0,0.0792,0.0,0,0,0,0,0,13,0,0
1,1,0.55,0.0,0,0,0,0,0,7,1,0
1,1,0.3176,0.0,0,0,0,0,0,11,0,0
0,0,0.0109,0.0,0,0,0,0,0,9,0,0
0,0,0.0323,0.0,0,0,0,0,0,8,0,0
0,0,0.0,0.0,0,0,0,0,0,0,1,0
0,0,0.0376,0.0,0,0,0,0,0,11,1,0
1,0,0.0084,0.0,0,0,0,0,0,10,0,0
0,0,0.625,0.0,0,0,0,0,0,8,0,0
0,0,0.0194,0.0,0,0,0,0,0,13,0,0
1,0,0.1563,0.0,0,0,0,0,0,8,0,0
1,0,0.0345,0.0,0,0,0,0,0,10,1,0
0,0,0.0155,0.0,0,0,0,0,0,10,0,0
0,0,0.0097,0.0,0,0,0,0,0,13,1,0
1,0,0.0938,0.0,0,0,0,0,1,11,0,0
1,1,0.5809,0.0,0,0,0,0,1,11,0,0
0,0,1.0,0.0,0,0,0,0,0,12,0,0
1,0,0.0526,0.0,0,0,0,0,0,10,1,0
1,1,0.4451,0.0,0,0,0,1,1,11,1,0
1,0,0.0333,0.0,0,0,0,0,0,10,0,0
1,0,0.0323,0.0,0,0,0,0,1,9,0,0
0,0,0.0087,0.0,0,0,0,1,2,11,0,0
1,0,0.2733,0.0,0,0,0,0,0,13,0,0
1,0,0.0429,0.0,0,0,0,0,0,7,0,0
1,0,0.09,0.0,0,0,0,0,0,13,0,0
1,0,0.15,0.0,0,0,0,1,0,9,0,0
1,1,1.0,0.0,0,0,0,0,0,11,0,0
1,0,0.0159,0.0,0,0,0,1,0,11,0,0
0,0,0.0356,0.0,0,0,0,0,0,13,0,0
1,0,0.0376,0.0,0,0,0,1,1,11,0,0
0,0,0.0056,0.0,0,0,0,0,0,8,0,0
0,0,0.0053,0.0,0,0,0,1,0,9,0,0
0,0,0.0053,0.0,0,18,1,1,0,8,0,1
0,0,0.016,0.0,783,36,0,1,0,10,0,0
0,0,0.0,0.0,512,0,0,0,0,11,0,0
0,0,0.0053,0.0,215,14,24,1,1,8,1,0
0,0,0.0348,0.0,431,9,3,0,0,10,1,0
0,0,0.0372,0.0,0,3,4,0,0,9,0,0
1,0,0.0206,3.0,0,30,21,1,0,12,0,1
0,0,0.0106,0.0,157,0,2,0,0,8,0,0
1,0,0.2941,0.0,208,14,37,1,2,11,0,1
0,0,0.0267,0.0,146,58,6,0,0,11,0,0
0,0,0.0,0.0,153,1,8,0,0,12,0,0
1,0,0.2219,0.0,357,122,27,1,1,10,0,1
1,0,0.1043,0.0,363,192,14,0,0,9,0,1
0,0,0.0294,0.0,200,0,2,1,0,11,1,0
0,0,0.0319,0.0,0,7,16,1,1,10,0,1
0,0,0.0,0.0,0,15,2,1,0,10,0,0
0,0,0.0,2.0,0,4,12,1,0,10,0,1
0,0,0.0134,0.0,210,0,2,1,0,11,0,0
0,0,0.0,5.0,165,207,6,1,0,8,1,1
0,0,0.0,0.0,243,11,1,0,0,8,0,0
0,0,0.0291,0.0,0,1,4,0,0,11,0,0
0,0,0.0,0.0,0,3,0,0,0,12,0,0
0,0,0.0107,0.0,549,3,2,0,0,10,0,1
0,0,0.0053,0.0,547,0,4,0,0,9,1,0
0,0,0.0,0.0,0,9,11,1,1,8,0,0
1,0,0.0608,0.0,0,2,30,0,0,11,0,1
0,0,0.0,0.0,0,3,12,0,0,11,0,0
0,0,0.037,4.0,0,1,9,0,0,13,0,0
0,0,0.0,0.0,87,1,3,1,0,11,1,0
0,0,0.0,0.0,257,5,3,1,1,9,1,0
1,0,0.0509,0.0,0,0,4,0,0,13,0,0
0,0,0.0,0.0,530,0,0,0,0,10,1,0
0,0,0.0027,0.0,0,2,1,0,0,10,0,0
0,0,0.0132,0.0,0,1,10,0,0,13,0,1
0,0,0.0,0.0,258,0,0,0,0,8,1,0
0,0,0.0079,0.0,0,3,1,1,0,8,0,0
0,0,0.0198,0.0,163,43,2,0,0,11,1,1
0,0,0.0,0.0,792,0,4,1,0,9,1,0
0,0,0.0027,0.0,437,0,2,0,0,9,1,0
1,0,0.0026,0.0,0,2,7,1,1,11,0,0
0,0,0.0187,0.0,473,90,11,1,0,9,0,1
1,0,0.0135,0.0,150,0,16,1,0,8,0,1
1,0,0.0748,0.0,0,0,0,0,0,9,0,0
0,0,0.0106,2.0,203,91,345,1,2,8,1,0
0,0,0.0,1.0,0,3,5,0,0,11,0,0
0,0,0.0267,0.0,149,0,1,0,0,11,1,0
0,0,0.0029,0.0,541,10,2,0,0,12,0,1
0,0,0.008,0.0,533,1,4,0,0,11,1,1
0,0,0.0053,0.0,0,0,20,0,0,10,0,0
1,0,0.1085,0.0,0,9,18,0,0,11,0,1
0,0,0.0027,0.0,549,0,2,1,0,9,0,0
0,0,0.0283,0.0,367,14,0,0,0,8,0,0
0,0,0.0,0.0,346,51,11,0,0,10,1,1
0,0,0.0027,0.0,0,4,1,0,0,10,0,0
0,0,0.0053,1.0,0,51,10,0,0,10,0,0
0,0,0.0474,0.0,0,1,2,1,0,8,0,0
0,0,0.0214,0.0,382,4,4,1,1,10,1,0
0,0,0.0027,0.0,294,12,1,0,0,8,1,0
0,0,0.0106,0.0,215,21,35,1,0,8,1,0
0,0,0.0,0.0,545,9,0,0,0,12,1,0
0,0,0.0,0.0,0,9,0,1,0,9,0,0
0,0,0.0026,0.0,0,1,1,1,0,8,0,0
1,0,0.0347,0.0,600,34,6,0,0,12,0,0
0,0,0.0,0.0,0,12,2,0,0,9,0,0
0,0,0.0,0.0,170,0,4,0,0,10,1,1
0,0,0.0,0.0,597,3,0,0,0,10,1,0
0,0,0.0,0.0,0,13,6,1,1,11,0,0
0,0,0.0,1.0,229,54,7,1,0,10,0,0
0,0,0.0,0.0,633,0,0,0,0,9,1,0
0,0,0.0,0.0,465,0,4,1,1,8,0,1
0,0,0.0053,0.0,398,0,2,0,0,10,1,1
0,0,0.0,0.0,333,0,2,0,0,10,0,0
0,0,0.0,0.0,0,3,10,1,0,9,0,1
0,0,0.008,0.0,532,0,0,0,0,9,0,0
1,0,0.1123,0.0,490,141,12,0,1,10,0,1
0,0,0.0,0.0,0,5,5,0,0,10,0,0
0,0,0.0,0.0,0,4,0,0,0,8,0,0
0,0,0.0372,0.0,268,37,1,0,0,8,1,0
1,0,0.0106,18.5,161,158,32,0,1,8,1,1
0,0,0.0,0.0,228,0,3,0,0,10,1,0
0,0,0.0,0.0,0,3,0,0,0,8,0,0
0,0,0.0,0.0,547,1,2,1,0,12,0,1
0,0,0.0053,1.0,0,65,59,1,1,8,0,1
0,0,0.0,0.0,253,0,1,0,0,10,0,0
0,0,0.0,0.0,201,18,2,1,0,9,0,0
1,0,0.0107,0.0,479,59,8,0,0,9,0,1
0,0,0.0026,0.5,0,36,9,1,0,11,0,1
0,0,0.0214,0.0,436,2,0,1,0,8,0,0
0,0,0.0213,0.0,164,1,3,0,0,8,1,0
1,0,0.0346,0.0,0,8,3,0,0,9,0,0
0,0,0.0053,0.0,0,2,1,0,0,10,0,0
1,0,0.1273,0.0,45,26,19,0,0,13,0,1
1,0,0.115,5.0,433,108,7,0,0,11,1,1
0,0,0.0,0.0,345,0,2,0,0,11,1,0
0,0,0.0294,0.0,189,0,7,1,0,11,1,0
0,0,0.0029,0.0,694,0,5,0,0,12,0,1
0,0,0.0107,0.0,424,1,4,1,0,9,0,1
0,0,0.0091,0.0,228,28,0,0,0,9,0,0
1,0,0.0,0.0,0,1,1,1,0,9,0,0
0,0,0.0,0.0,0,1,23,0,1,13,0,0
0,0,0.0,0.0,44,0,0,0,0,13,1,0
0,0,0.0,0.0,0,0,0,1,0,10,0,0
0,0,0.0267,0.0,110,19,1,0,0,11,1,0
0,0,0.0027,0.0,598,19,1,0,0,9,1,0
0,0,0.0529,0.0,0,0,3,0,0,13,0,0
0,0,0.0,2.5,0,41,5,1,0,8,0,0
0,0,0.0053,0.0,538,1,0,1,0,9,0,0
0,0,0.0,0.0,551,9,1,0,0,11,1,0
0,0,0.0,0.0,458,12,10,1,0,12,0,1
1,0,0.0189,0.0,228,26,0,0,0,10,1,0
0,0,0.0053,0.0,480,10,6,0,0,9,0,1
0,0,0.0321,0.0,445,2,3,0,0,11,0,0
0,0,0.0027,0.0,0,1,2,1,0,10,0,0
0,0,0.008,0.0,193,41,1,0,0,11,1,0
0,0,0.0053,0.0,0,8,7,1,0,9,0,0
0,0,0.0,19.0,0,20,42,1,1,10,0,1
1,0,0.0053,0.0,0,13,16,0,1,10,0,1
0,0,0.0053,0.0,205,0,1,0,0,8,0,0
0,0,0.0,0.0,0,0,5,0,1,8,0,1
0,0,0.0,0.0,0,6,1,0,0,10,0,0
1,0,0.05,0.0,27,0,13,0,0,9,1,0
0,0,0.0214,0.0,410,1,4,0,0,10,1,0
1,0,0.0058,0.0,507,1,0,0,0,12,0,0
0,0,0.0053,0.0,330,2,12,1,0,10,0,1
0,0,0.0159,0.0,0,1,0,0,0,11,0,0
0,0,0.0287,0.0,253,1,5,1,1,8,1,1
0,0,0.0532,0.0,0,9,0,1,0,9,0,0
0,0,0.0,0.0,0,9,3,0,0,8,0,0
0,0,0.0053,0.0,0,16,3,0,0,10,0,0
0,0,0.0452,0.0,155,0,10,1,0,8,0,1
1,0,0.0237,0.0,0,5,2,1,0,8,0,0
0,0,0.0,0.0,749,1,1,0,0,9,0,0
0,0,0.0053,5.0,469,43,2,1,0,10,1,0
0,0,0.0,0.0,0,2,2,1,0,10,0,0
0,0,0.0027,0.0,522,178,10,0,2,9,1,1
1,0,0.0213,0.0,703,2,2,0,0,12,1,0
0,0,0.0173,0.0,572,49,2,0,0,12,1,0
0,0,0.0321,0.0,347,178,2,0,0,11,1,0
0,0,0.016,6.5,0,13,25,1,0,10,0,1
1,0,0.0,0.0,0,0,2,1,0,8,0,0
0,0,0.0,0.0,345,7,2,0,0,10,1,1
1,0,0.0833,0.0,0,0,2,0,0,9,0,0
0,0,0.0,0.0,674,0,0,0,0,10,0,0
0,0,0.0214,0.0,653,63,2,0,0,10,0,1
0,0,0.0,0.0,372,0,3,0,0,10,1,0
0,0,0.0635,0.0,0,0,3,0,0,11,0,0
0,0,0.0,0.0,11,0,2,0,0,13,1,0
0,0,0.0,0.0,169,20,26,0,0,11,1,1
0,0,0.0206,0.0,149,0,0,0,0,10,0,0
0,0,0.0,0.0,583,0,6,0,0,9,0,0
0,0,0.0091,0.0,0,20,1,1,0,8,0,0
0,0,0.0053,0.0,437,47,8,0,0,10,0,1
0,0,0.0,0.0,239,2,1,0,0,10,0,0
0,0,0.0,0.0,0,3,4,1,0,10,0,0
0,0,0.0,0.0,683,0,6,1,0,9,1,1
1,0,0.2406,7.5,307,142,19,1,0,10,0,1
1,0,0.107,0.0,353,169,4,1,0,10,1,1
0,0,0.0374,0.0,496,6,2,0,0,11,0,0
1,0,0.2995,0.0,298,38,14,1,1,9,0,0
0,0,0.0317,0.0,0,0,4,0,1,11,0,0
1,0,0.0947,2.5,0,23,210,1,0,8,0,1
0,0,0.0241,0.0,353,225,7,1,0,10,1,0
0,0,0.0107,0.0,791,1,2,1,0,9,1,0
1,0,0.0058,5.0,293,3,31,0,0,12,0,1
1,0,0.0,0.0,0,0,0,0,0,12,0,0
0,0,0.0,0.0,220,14,5,0,0,8,0,1
0,0,0.0053,6.0,358,172,4,0,0,9,1,1
0,0,0.0027,0.0,185,316,80,0,0,8,1,0
0,0,0.0053,0.0,339,1,5,0,0,8,0,1
0,0,0.0,0.0,758,64,1,0,0,9,1,1
0,0,0.0134,0.0,454,9,3,0,0,9,0,1
0,0,0.0214,0.0,780,0,2,0,0,10,0,0
0,0,0.0426,0.0,210,1,4,0,0,8,0,0
0,0,0.0054,0.0,156,14,2,0,0,10,1,0
0,0,0.0319,0.0,405,37,6,1,1,8,1,1
0,0,0.0,6.0,322,18,17,0,0,11,0,1
1,0,0.0481,0.0,279,41,6,1,1,9,1,1
1,0,0.0088,0.0,0,2,1,1,0,12,0,0
0,0,0.0,0.0,264,20,1,0,0,8,1,0
1,0,0.1123,0.0,579,668,10,1,0,10,1,0
0,0,0.0213,0.0,465,1,2,0,0,9,0,0
1,0,0.0106,6.0,0,31,29,1,1,10,0,1
0,0,0.0053,0.0,0,0,31,0,0,9,0,0
0,0,0.0,0.0,713,1,0,0,0,9,1,0
0,0,0.0,0.0,534,0,3,0,0,10,1,0
0,0,0.0053,5.0,151,22,12,0,0,8,1,1
0,0,0.0107,0.0,813,1,2,0,0,10,1,0
0,0,0.016,0.0,462,1,11,1,0,9,0,0
0,0,0.016,0.0,576,2,2,0,1,9,1,1
1,1,0.5714,5.0,16,36,83,1,1,10,0,1
1,0,0.039,0.0,200,32,1,0,0,8,0,0
0,0,0.0078,0.0,195,0,1,0,0,11,0,1
1,0,0.0294,0.0,0,0,4,0,0,12,0,0
0,0,0.0106,0.0,175,14,0,0,0,8,1,0
0,0,0.0,0.0,157,10,3,0,0,8,0,1
0,0,0.008,0.0,264,30,2,0,0,10,0,0
0,0,0.0106,0.0,0,26,4,0,0,10,0,0
0,0,0.0241,0.0,258,54,0,0,0,10,1,0
0,0,0.0,0.0,404,0,0,0,0,11,1,0
0,0,0.0,0.0,229,0,7,1,0,9,0,0
